Source,Target,Type,Id,Label,timeset,Weight,communication
Zao,generals,Undirected,362,,,1,verbal
Zao,korean guard,Undirected,363,,,1,verbal
doctor,nurse,Undirected,364,,,2,verbal
korean soldier 1,korean soldier 2,Undirected,365,,,2,verbal
Graves (Moon),Jinx,Undirected,367,,,1,nonverbal
Graves (Moon)' guards,James Bond,Undirected,370,,,2,nonverbal
Graves (Moon)' guards,Jinx,Undirected,371,,,1,nonverbal
Graves (Moon)' guards,Miranda,Undirected,372,,,1,nonverbal
Graves (Moon)' guard,Kil,Undirected,374,,,1,nonverbal
Graves (Moon)' guard,Vlad,Undirected,375,,,1,nonverbal
Graves (Moon)'s soldiers,James Bond,Undirected,376,,,4,nonverbal
Jinx,Graves (Moon)' worker,Undirected,426,,,1,verbal
James Bond,american soldiers,Undirected,384,,,1,nonverbal
James Bond,doctor,Undirected,385,,,1,nonverbal
James Bond,korean soldiers,Undirected,386,,,1,nonverbal
James Bond,man 1,Undirected,387,,,1,nonverbal
James Bond,man 2,Undirected,388,,,1,nonverbal
James Bond,nurse,Undirected,389,,,1,nonverbal
Jinx,Kil,Undirected,390,,,2,nonverbal
Jinx,guard,Undirected,393,,,1,nonverbal
Jinx,korean soldiers,Undirected,394,,,1,nonverbal
Kil,Vlad,Undirected,395,,,1,nonverbal
Van Bierk,pilot,Undirected,400,,,1,nonverbal
Vlad,general Moon,Undirected,401,,,1,nonverbal
general Moon,generals,Undirected,403,,,1,nonverbal
general Moon,korean soldier,Undirected,404,,,1,nonverbal
man 1,man 2,Undirected,405,,,2,nonverbal
man 1,pilot,Undirected,406,,,1,nonverbal
man 2,pilot,Undirected,407,,,1,nonverbal
Alvarez,Creep,Undirected,408,,,1,context
Alvarez,Zao,Undirected,409,,,1,context
Creep,Creep's girl,Undirected,410,,,1,context
Falco,american soldiers,Undirected,411,,,1,context
Graves (Moon),Graves (Moon)' guard,Undirected,412,,,1,context
Graves (Moon),Graves (Moon)' guards,Undirected,413,,,1,context
Graves (Moon),Graves (Moon)' worker,Undirected,414,,,1,context
Graves (Moon),korean soldiers,Undirected,415,,,1,context
M,Moneypenny,Undirected,416,,,1,context
M,Q,Undirected,417,,,1,context
M,american soldiers,Undirected,418,,,1,context
M,club worker,Undirected,419,,,1,context
korean soldier 1,korean soldiers,Undirected,421,,,1,context
korean soldier 2,korean soldiers,Undirected,422,,,1,context
korean soldier,korean soldier 1,Undirected,423,,,1,context
korean soldier,korean soldier 2,Undirected,424,,,1,context
korean soldier,korean soldiers,Undirected,425,,,1,context
